"GEOID","population_25_years_and_over","population_25_years_and_overless_than_9th_grade","population_25_years_and_over9th_to_12th_grade_no_diploma","population_25_years_and_overhigh_school_graduate_includes_equivalency","population_25_years_and_oversome_college_no_degree","population_25_years_and_overassociates_degree","population_25_years_and_overbachelors_degree","population_25_years_and_overgraduate_or_professional_degree","population_25_years_and_overhigh_school_graduate_or_higher","population_25_years_and_overbachelors_degree_or_higher","SHAPE_Length","SHAPE_Area"
"18007",5857,191,487,2356,1351,446,806,220,5179,1026,1.38306968743329,0.112001288838707
"18009",8562,196,585,4235,1652,674,729,491,7781,1220,0.865913098348199,0.0455471728129987
"18011",46345,917,1674,8792,7840,4221,14308,8593,43754,22901,1.41896242560879,0.115688248369497
"18013",11846,177,645,4054,2571,1119,2034,1246,11024,3280,1.18195834272702,0.0855164596229968
"18015",14196,400,1149,6022,2914,1627,1467,617,12647,2084,1.46417413110693,0.103293739507502
"18017",26099,1782,2216,10791,5159,2597,2464,1090,22101,3554,1.52966731644896,0.114619562010002
"18019",83820,2093,5528,29348,18912,8866,13103,5970,76199,19073,1.748815226654,0.100631408109846
"18021",18322,431,1183,7618,3687,2417,2078,908,16708,2986,1.470816176566,0.0975809024404983
"18023",21541,1053,1787,9771,3712,2000,2130,1088,18701,3218,1.40996622464605,0.111183570844509
"18025",7432,290,984,3487,1317,482,532,340,6158,872,1.85771712747883,0.0823578247070292
"18027",20685,2962,1823,6965,3318,2787,2044,786,15900,2830,2.18254749334224,0.117169793460998
"18029",35218,827,2427,13463,6493,3237,5904,2867,31964,8771,1.35444366596907,0.0829606385335845
"18031",17777,560,901,7909,3065,1640,2746,956,16316,3702,1.31734551764757,0.100985787652003
"18033",29149,657,1980,12667,5620,2778,4003,1444,26512,5447,1.29919468488116,0.101468483423313
"18035",69793,1480,5174,23450,14942,6989,10299,7459,63139,17758,1.32623805489139,0.108488409114002
"18037",29484,1272,1677,11153,4629,3486,5279,1988,26535,7267,1.48529398106775,0.116227234919502
"18039",130718,10923,12696,45191,25999,9740,17303,8866,107099,26169,1.45601076768383,0.130873604624636
"18041",16418,767,1705,7284,2857,1333,1808,664,13946,2472,1.05443134615316,0.0584577808495025
"18043",55023,1146,3655,16949,11405,5215,10543,6110,50222,16653,0.986254597499406,0.039906121225713
"18045",11508,420,978,5045,2444,1121,988,512,10110,1500,1.44552223315165,0.108888494079998
"18047",15690,689,1149,6327,2933,1240,2163,1189,13852,3352,1.45052637229461,0.105986096366328
"18049",13996,427,1318,5566,3322,1082,1511,770,12251,2281,1.56667542476833,0.102971104380004
"18051",22475,468,1453,9399,4400,2670,2941,1144,20554,4085,2.39806584075236,0.133172421679163
"18053",44272,1623,3560,16692,9378,4361,5095,3563,39089,8658,1.3821220038031,0.114197836008002
"18055",21883,664,1883,8608,4860,2428,2300,1140,19336,3440,1.64366984490852,0.147098124417503
"18057",223841,1889,4294,32280,33743,16135,84106,51394,217658,135500,1.33931239060325,0.11005038560199
"18059",54282,802,2824,16350,11482,5143,11848,5833,50656,17681,1.24425072237936,0.0836434454040025
"18061",27901,635,2089,11739,6001,2199,3500,1738,25177,5238,1.93212435364241,0.129475150392022
"18063",115176,1637,3988,30616,23777,9716,29454,15988,109551,45442,1.41015320985155,0.111276373864504
"18065",34771,778,2422,14851,7554,3065,4008,2093,31571,6101,1.36917990407822,0.107748955117996
"18067",57426,1688,3537,21571,13162,5500,7969,3999,52201,11968,1.39967878565119,0.0808514426689943
"18069",25097,517,1283,10588,4892,2565,3481,1771,23297,5252,1.31305859517275,0.107208052426002
"18071",31136,1220,2161,12941,6892,2462,3799,1661,27755,5460,1.98369756786509,0.138216052141505
"18073",22394,409,1508,10057,4633,1889,2705,1193,20477,3898,1.71143442088097,0.155691316887996
"18075",13759,635,1012,6485,2672,1174,1050,731,12112,1781,1.35502959598458,0.105547955080268
"18077",23039,906,1506,9402,4526,2456,2737,1506,20627,4243,1.71150901795121,0.0974761495235764
"18079",18947,483,1619,8061,4390,1470,2008,916,16845,2924,1.50882624873795,0.101894911687999
"18081",106621,2445,5264,33039,21732,9144,22558,12439,98912,34997,1.18375894565812,0.0872664590675025
"18083",24190,763,1975,8575,4677,3691,2706,1803,21452,4509,3.30724824245585,0.140518337879325
"18085",53603,2665,3912,18695,11129,4177,8353,4672,47026,13025,1.64033916122426,0.154280630858497
"18087",23349,7625,1811,6691,3419,1368,1482,953,13913,2435,1.3929196073883,0.108262330833101
"18089",336230,13149,21137,119068,74541,28670,52450,27215,301944,79665,1.72312044727608,0.140679679505166
"18091",78799,2142,6226,31353,16784,6801,10398,5095,70431,15493,1.78162358559899,0.168796898898092
"18093",31901,1091,2482,12115,6446,3463,3704,2600,28328,6304,1.4311945751231,0.121460672047002
"18095",90655,2347,6936,36143,19523,8467,11403,5836,81372,17239,1.44023534356021,0.123989404494999
"18097",638013,29919,53716,175662,120566,48968,134707,74475,554378,209182,1.36258754817859,0.109742344033499
"18099",30725,1617,2829,11411,6246,2313,4123,2186,26279,6309,1.43415869319232,0.125264365393005
"18101",6872,228,642,2962,1140,908,656,336,6002,992,1.28374790280628,0.091293966588997
"18103",25219,1104,2327,10701,5084,2305,2532,1166,21788,3698,1.46899736041265,0.104226267056504
"18105",81338,1141,3860,17048,14415,6303,19566,19005,76337,38571,1.46505418676623,0.111033670422495
"18107",25828,487,1960,10834,5342,1979,3355,1871,23381,5226,1.4921592791207,0.138153154684999
"18109",49577,1040,4670,19804,10182,4408,6299,3174,43867,9473,1.49065070961455,0.111024935409503
"18111",9947,348,863,4532,2152,885,866,301,8736,1167,1.44717241992881,0.111775274136784
"18113",31763,2986,2464,12525,6088,2519,3607,1574,26313,5181,1.44144130865434,0.116405706734004
"18115",4412,147,324,1878,1006,363,503,191,3941,694,0.904463326713371,0.0235005433491951
"18117",13758,708,1372,6154,2553,1136,1191,644,11678,1835,1.3347144761996,0.109234296658499
"18119",15279,598,1563,6718,3020,1239,1485,656,13118,2141,1.48393332846314,0.104906906432002
"18121",11593,897,856,4495,2669,1172,919,585,9840,1504,1.59996206361504,0.122522294551996
"18123",13675,313,946,6262,2704,1321,1418,711,12416,2129,1.81840774052089,0.102747366963122
"18125",8663,292,728,3910,1682,824,823,404,7643,1227,1.68174693573868,0.0911081053029966
"18127",118889,2280,4778,40921,24578,10368,22088,13876,111831,35964,1.50904909948088,0.117203612837031
"18129",17856,350,957,6514,3682,2023,2897,1433,16549,4330,2.29932815412834,0.111516097868124
"18131",8682,233,878,3954,1863,617,766,371,7571,1137,1.4469969478488,0.120510427199495
"18133",24529,906,1757,10075,5305,2138,2778,1570,21866,4348,1.56309601986415,0.131226057927502
"18135",17112,469,1403,7130,3954,1382,1696,1078,15240,2774,1.42583872434615,0.124064626602212
"18137",19620,571,1361,8045,3835,2038,2117,1653,17688,3770,1.3969149667582,0.120820072714997
"18139",11519,269,914,5234,2309,911,1177,705,10336,1882,1.3338849722308,0.110966306975999
"18143",16728,1021,2162,6963,3087,1272,1528,695,13545,2223,1.21978510484794,0.0516813432905024
"18145",31117,945,2457,13695,5687,2516,4088,1729,27715,5817,1.34100251322779,0.111989323903499
"18147",14172,283,934,5842,2614,1775,1775,949,12955,2724,1.93096660237634,0.106678676416743
"18141",177572,4219,11737,52541,36147,15890,34023,23015,161616,57038,1.6497094785952,0.129033942530682
"18149",16055,835,1482,7194,3442,1194,1324,584,13738,1908,1.33840015698383,0.0869177209115004
"18151",23719,440,1369,9389,4732,2346,3593,1850,21910,5443,1.24382729701095,0.09026645061411
"18153",14945,569,1310,6349,2862,1967,1209,679,13066,1888,1.69769443903373,0.122478308296228
"18155",6745,310,705,3461,1124,527,477,141,5730,618,1.23294096899821,0.0600421361531385
"18157",103486,2554,5125,27859,17988,7936,23201,18823,95807,42024,1.49428704548974,0.138219525731496
"18159",10934,230,803,4454,1696,1043,1840,868,9901,2708,1.13770433913859,0.0715128464305062
"18161",5179,103,507,2030,1040,469,709,321,4569,1030,0.853557655866842,0.0448962763793088
"18163",123080,2858,8284,38933,26006,13491,21924,11584,111938,33508,1.30744875004324,0.0629364823009455
"18165",10883,200,733,4482,2496,1172,1234,566,9950,1800,1.52409213240541,0.0708442236779848
"18167",68771,1588,5538,23086,14969,6347,10001,7242,61645,17243,1.53660706021415,0.111199768059644
"18169",21252,538,1616,9037,3943,1893,2564,1661,19098,4225,1.38958797660723,0.116435770945496
"18171",6040,89,303,2604,1248,707,779,310,5648,1089,1.50273179993602,0.10060598973681
"18173",43859,726,1666,12395,9023,5654,9087,5308,41467,14395,1.64383965952069,0.104030608589628
"18175",19448,920,1673,8252,4096,2010,1835,662,16855,2497,1.85280529281543,0.138348066089997
"18177",45483,1800,3587,16687,10201,4364,5465,3379,40096,8844,1.4046650371156,0.110228120566342
"18179",19007,290,1002,8158,3831,2298,2436,992,17715,3428,1.45558974274217,0.102213033853501
"18181",16950,540,1300,6745,3779,1601,1960,1025,15110,2985,1.79679837457196,0.140488936729007
"18183",23707,624,1240,8679,4754,2936,4013,1461,21843,5474,1.33611506969348,0.0938599841964999
"19001",5280,71,209,2131,1109,733,746,281,5000,1027,1.61069299054434,0.158862892583004
"19003",2669,79,67,960,556,412,482,113,2523,595,1.4306848294813,0.118015804911
"19005",9787,469,475,4008,1848,1291,1171,525,8843,1696,1.84540285606027,0.189219027675095
"19007",8671,359,433,3082,2040,1120,1200,437,7879,1637,1.54088366728166,0.142551108428704
"19009",4041,104,228,1458,954,429,644,224,3709,868,1.50040511357733,0.124169417124503
"19011",17803,339,688,6578,3771,2575,2610,1242,16776,3852,1.806656477346,0.202435504862005
"19013",83659,2469,4130,24857,17677,9822,16151,8553,77060,24704,1.66937187898925,0.162346490252497
"19015",18928,250,858,6104,4022,2847,3592,1255,17820,4847,1.62536435672676,0.161534206060497
"19017",16312,164,409,4959,2798,2490,3616,1876,15739,5492,1.47536176424828,0.1251876127695
"19019",13763,375,484,4825,3154,1976,2099,850,12904,2949,1.66328201276645,0.162492013414505
"19021",13076,1445,1253,4070,2098,1379,1942,889,10378,2831,1.64540626349027,0.165196583641997
"19023",10142,154,440,3708,2307,1595,1514,424,9548,1938,1.64570778348766,0.165618219420999
"19025",7053,85,338,2695,1468,990,1022,455,6630,1477,1.73563530823147,0.162024616550498
"19027",14085,436,378,4813,3257,2083,2382,736,13271,3118,1.61987388056031,0.160580747311003
"19029",9348,258,739,3164,2311,917,1412,547,8351,1959,1.60163970834002,0.157370645099493
"19031",13132,241,343,5086,2868,1733,2080,781,12548,2861,1.63272864463362,0.163196990945004
"19033",30808,608,1391,10283,6290,4876,4994,2366,28809,7360,1.64204692810679,0.164658652551498
"19035",8291,159,378,3324,1684,970,1189,587,7754,1776,1.63984091173986,0.164328489995001
"19037",8191,269,277,3668,1343,1129,1066,439,7645,1505,1.55778744518871,0.144716789708504
"19039",6367,255,731,2644,1210,592,668,267,5381,935,1.43789255006958,0.119704688688504
"19041",11246,87,425,3803,2656,1592,1926,757,10734,2683,1.63934712793038,0.163948350090508
"19043",12325,413,705,5369,2346,1352,1616,524,11207,2140,2.19788320975217,0.22609890255013
"19045",32413,609,1990,12180,6970,3765,4985,1914,29814,6899,2.207562499999,0.199567466834554
"19047",10662,939,1055,3904,2104,866,1356,438,8668,1794,1.85528889961981,0.201353757766999
"19049",63108,1148,1448,11677,10877,6131,21598,10229,60512,31827,1.68889632297253,0.165694162628502
"19051",5641,969,188,1631,982,791,793,287,4484,1080,1.52555992264026,0.139413640289638
"19053",4711,189,287,1774,835,381,682,563,4235,1245,1.55821365379894,0.147279504139616
"19055",12065,240,702,5207,2097,1551,1645,623,11123,2268,1.65340044006015,0.164135831889005
"19057",27209,444,1479,8759,6788,3775,3982,1982,25286,5964,1.56407776126984,0.118997940850567
"19059",12998,202,376,3513,2977,1837,3150,943,12420,4093,1.43851136555062,0.116210697307528
"19061",66015,1354,2770,21391,12377,6934,13860,7329,61891,21189,1.95909611786195,0.174756279354625
"19063",6574,243,431,2281,1454,1091,785,289,5900,1074,1.43356444936904,0.115756487234467
"19065",13574,380,629,5773,2863,1595,1689,645,12565,2334,1.82988371631926,0.208628324966497
"19067",10855,396,385,4218,2108,1540,1610,598,10074,2208,1.55173449964336,0.143475339144001
"19069",7009,286,358,2499,1681,921,1042,222,6365,1264,1.6475382464711,0.165850613127001
"19071",4746,65,185,1739,1203,701,701,152,4496,853,1.62092155022271,0.142686133117642
"19073",6211,97,326,2307,1382,825,966,308,5788,1274,1.62186741534863,0.160854225305999
"19075",8605,96,299,2849,1758,1371,1686,546,8210,2232,1.67888001656129,0.142157546442005
"19077",7568,114,312,2682,1777,1125,1108,450,7142,1558,1.72304127676897,0.166100075546493
"19079",10604,329,360,3502,2107,1735,1934,637,9915,2571,1.71347709197022,0.163502505161008
"19081",7715,125,511,2814,1542,1155,1299,269,7079,1568,1.6400075106124,0.164061965433009
"19083",12295,279,659,4400,2872,1666,1790,629,11357,2419,1.69022827609968,0.161370560974998
"19085",10148,176,617,3944,2377,1074,1414,546,9355,1960,2.16324039505953,0.196444839537588
"19087",13994,435,697,5071,3250,1508,2060,973,12862,3033,1.39049689911761,0.120988738471997
"19089",6389,268,270,2594,1089,1005,865,298,5851,1163,1.52209799441024,0.136187174385376
"19091",6719,144,319,2530,1334,1164,998,230,6256,1228,1.46919320482483,0.124125758544995
"19093",4698,56,291,1866,951,629,709,196,4351,905,1.53933319007903,0.122359854170001
"19095",11583,165,467,4237,2609,1429,1935,741,10951,2676,1.64640970902812,0.164547779475003
"19097",13747,351,540,5773,2954,1470,1826,833,12856,2659,2.07392781103675,0.183324686720243
"19099",26539,526,1028,10572,5809,3525,3529,1550,24985,5079,1.89291452927512,0.2052866490845
"19101",11472,271,558,2859,2088,1307,2506,1883,10643,4389,1.44977377422244,0.121157695310501
"19103",90108,1668,1724,13855,16188,7939,26751,21983,86716,48734,1.84501794286565,0.174478231109498
"19105",14749,213,573,5677,3115,1971,2263,937,13963,3200,1.63086174259403,0.162719727776996
"19107",7032,144,350,3011,1418,912,843,354,6538,1197,1.62547885643715,0.161572767436001
"19109",10484,204,469,3672,2538,1620,1468,513,9811,1981,2.12827313562191,0.279517803329932
"19111",24015,439,1169,8929,5431,3428,3314,1305,22407,4619,1.99070805623084,0.148556895670905
"19113",154712,2247,5648,40139,33043,20559,36509,16567,146817,53076,1.80671893058624,0.204212443460494
"19115",7592,388,786,2832,1549,875,830,332,6418,1162,1.7498443981918,0.11612798363245
"19117",6041,146,287,2605,1529,571,688,215,5608,903,1.44273566487053,0.120483187480995
"19119",7692,214,268,3114,1470,1140,1162,324,7210,1486,2.12561837737175,0.169025474248935
"19121",11143,178,215,3748,2811,1433,1922,836,10750,2758,1.60052767092131,0.156639892497501
"19123",14672,456,723,5807,2892,1714,2226,854,13493,3080,1.61409852944075,0.159746207145499
"19125",22131,505,818,7415,4465,2094,4685,2149,20808,6834,1.61004765127816,0.158934992702502
"19127",26548,2289,1622,9171,4957,3011,3801,1697,22637,5498,1.62412578537251,0.161401950823999
"19129",10170,135,351,3191,2366,1213,1997,917,9684,2914,1.50506158353807,0.122178102303673
"19131",7182,256,264,2501,1452,1167,1143,399,6662,1542,1.51520379358144,0.135057973156702
"19133",6228,153,295,2479,1628,736,688,249,5780,937,2.11775151501813,0.196863370579242
"19135",5170,121,215,2092,1089,630,795,228,4834,1023,1.442499877286,0.120450578896998
"19137",7043,141,409,2446,1681,1050,1008,308,6493,1316,1.42967560934419,0.11788367232901
"19139",28707,978,2005,10026,5602,3523,4554,2019,25724,6573,1.64618331329259,0.125415348615371
"19141",9672,274,539,3535,1950,1316,1593,465,8859,2058,1.63895654246027,0.164097660228002
"19143",4332,229,266,1635,857,607,526,212,3837,738,1.43457410742456,0.114902404793635
"19145",11183,218,668,4341,2657,1366,1374,559,10297,1933,1.59226813218009,0.147866318420803
"19147",6165,118,285,1814,1651,861,1018,418,5762,1436,1.63386167738975,0.163049718411989
"19149",17105,442,521,6031,3448,2596,2938,1129,16142,4067,2.44561024449811,0.245935954395416
"19151",4982,67,455,1819,1073,715,658,195,4460,853,1.64119161047164,0.164711695217999
"19153",324797,11779,12614,80903,62596,33396,84884,38625,300404,123509,1.79359907427574,0.165779912755999
"19155",63252,2241,4110,20559,14412,7462,9875,4593,56901,14468,2.66207845466013,0.267159952511192
"19157",12098,333,372,4659,2087,1062,2038,1547,11393,3585,1.64497833410582,0.164160248999995
"19159",3253,50,169,1289,675,409,442,219,3034,661,1.56356401435148,0.148823764076835
"19161",6964,127,319,2529,1745,985,977,282,6518,1259,1.76270656704239,0.163747144455501
"19163",118214,2378,4789,32952,25128,13273,25050,14644,111047,39694,1.86722655231895,0.131038479583075
"19165",8342,144,400,2913,1877,1173,1382,453,7798,1835,1.7499557000205,0.165642506296993
"19167",21167,792,898,6203,3708,2992,4715,1859,19477,6574,2.34863097718488,0.220114837666169
"19169",52241,359,1284,8786,9328,5799,15665,11020,50598,26685,1.62501197012776,0.161540950983
"19171",11650,467,616,4787,2319,1534,1345,582,10567,1927,1.80631156061047,0.203481555320498
"19173",4090,150,226,1580,852,580,527,175,3714,702,1.57117090611082,0.147637484559793
"19175",8299,174,567,2737,2154,781,1334,552,7558,1886,1.43025565139243,0.118067738211501
"19177",5053,434,182,1930,1103,582,511,311,4437,822,1.5348365909823,0.135505936362992
"19179",24022,1243,1642,8786,5027,2738,2916,1670,21137,4586,1.44591344937166,0.120915556472999
"19181",34216,342,1104,10097,7303,4315,7752,3303,32770,11055,1.69956341375669,0.159619767125501
"19183",15252,558,675,5622,3125,1670,2499,1103,14019,3602,1.65606840918322,0.159028648628498
"19185",4363,270,189,1844,873,526,458,203,3904,661,1.55113469595485,0.145556475099858
"19187",25031,421,1706,8735,5875,3314,3550,1430,22904,4980,1.89340619888985,0.20357184180051
"19189",7226,138,273,2383,1612,1081,1293,446,6815,1739,1.43487826743446,0.115530168342916
"19191",13218,271,273,4478,2232,1917,2453,1594,12674,4047,1.7888717443454,0.198266330247247
"19193",67158,4376,3855,21887,14065,7307,10701,4967,58927,15668,2.42457044419372,0.248537027514401
"19195",5353,102,266,1917,1174,824,749,321,4985,1070,1.43481299486115,0.115615347186179
"19197",8923,176,477,3277,2314,948,1357,374,8270,1731,1.64523294269923,0.165774683142496
"20001",8579,220,410,3104,2321,919,1053,552,7949,1605,1.50323842435302,0.134023818351004
"20003",5217,425,328,1965,1206,435,553,305,4464,858,1.60841186601479,0.155535003175998
"20005",10169,253,362,4315,2272,715,1375,877,9554,2252,1.71850340379226,0.117699635487543
"20007",2910,48,206,1000,635,302,513,206,2656,719,2.27076910743622,0.298718244032189
"20009",17416,676,1300,5358,4531,1917,2550,1084,15440,3634,1.97725988562185,0.240839620457499
"20011",9484,342,595,2992,2402,920,1484,749,8547,2233,1.66960578112814,0.169442603099159
"20013",6435,61,357,2446,1618,725,917,311,6017,1228,1.59190341068915,0.15588127484422
"20015",44217,835,1952,11754,10824,4586,9254,5012,41430,14266,2.48151359317988,0.383213751292508
"20017",1814,47,71,580,440,144,410,122,1696,532,1.84383976185862,0.207459620821502
"20019",2433,69,222,814,688,271,260,109,2142,369,1.72606391050193,0.169397438075674
"20021",13453,459,1110,4311,3713,1218,1695,947,11884,2642,1.59314055305845,0.155277789356845
"20023",1916,27,124,642,494,215,314,100,1765,414,2.14551035068703,0.277341613887575
"20025",1412,30,50,412,362,172,307,79,1332,386,2.06898914020391,0.25706704996903
"20027",5647,127,203,2037,1351,472,954,503,5317,1457,1.6889606073883,0.177427783595996
"20029",6020,157,143,1910,1538,928,809,535,5720,1344,1.82107117045349,0.194679905365999
"20031",5877,129,233,1912,1650,617,941,395,5515,1336,1.6898920721064,0.174301069356004
"20033",1323,22,34,426,479,122,192,48,1267,240,1.84933112794285,0.207591566030351
"20035",22873,692,1164,6851,5872,2773,3492,2029,21017,5521,2.20543104977791,0.297793973805673
"20037",23446,653,937,6811,5821,2159,4494,2571,21856,7065,1.61037967578345,0.157042625051316
"20039",2026,28,105,673,542,226,375,77,1893,452,1.99067283317595,0.243478343923893
"20041",12995,228,637,4101,3498,1351,2325,855,12130,3180,2.07949866167988,0.229023664945002
"20043",4955,186,252,1701,1486,403,610,317,4517,927,1.8082334143799,0.108439225356267
"20045",69820,679,1934,13046,13064,4553,20103,16441,67207,36544,1.6359625359627,0.127614448144502
"20047",2092,127,138,707,533,207,288,92,1827,380,1.81976769168575,0.165025064524994
"20049",1774,57,170,670,457,101,190,129,1547,319,1.73691370429571,0.171575285167004
"20051",17798,290,772,4888,3555,1633,4254,2406,16736,6660,1.9825872695723,0.242198606660498
"20053",4623,79,306,1595,1279,402,636,326,4238,962,1.81913337468595,0.193981740459993
"20055",22679,3614,2774,5447,5063,1757,2587,1437,16291,4024,2.83435384768524,0.3463116096425
"20057",20615,3292,1849,4962,4113,2176,2627,1596,15474,4223,2.22470252565103,0.2907729022875
"20059",17394,487,768,6526,4087,1522,2511,1493,16139,4004,1.60073511655212,0.154489597103004
"20061",19685,477,739,4880,6118,2775,3091,1605,18469,4696,1.71574039428161,0.108990706704996
"20063",1917,36,73,753,435,244,289,87,1808,376,2.19751762289548,0.288249114672497
"20065",1770,39,71,628,371,194,366,101,1660,467,1.98879927126426,0.243233837024503
"20067",4393,858,60,1043,931,443,745,313,3475,1058,1.57069102157107,0.151952724339496
"20069",3511,608,179,804,758,352,648,162,2724,810,1.95360408799655,0.230122385584501
"20071",805,72,26,189,155,127,152,84,707,236,1.82692895266812,0.208172611920044
"20073",4384,105,230,1602,1274,401,519,253,4049,772,2.26430556252826,0.305717034706994
"20075",1630,132,174,650,257,100,242,75,1324,317,2.08389565430086,0.265055807310869
"20077",3753,123,287,1433,1033,247,390,240,3343,630,1.86397868923218,0.211011734761309
"20079",22573,906,975,5233,5916,2321,4849,2373,20692,7222,1.62380022240484,0.143742800012499
"20081",2409,451,215,559,599,217,227,141,1743,368,1.57171617842975,0.152599614454501
"20083",1271,53,56,310,323,145,295,89,1162,384,2.01146602035777,0.228825982739999
"20085",8875,141,364,3560,2254,678,1186,692,8370,1878,1.81651548927427,0.178259533362501
"20087",12955,188,479,5079,3035,988,2080,1106,12288,3186,1.61443163835357,0.150407037670492
"20089",2172,38,120,808,544,234,312,116,2014,428,2.01607019921343,0.249006558664662
"20091",410368,6077,9230,56510,76150,31252,140396,90753,395061,231149,1.55428076840282,0.129019391032566
"20093",2348,314,209,838,341,195,272,179,1825,451,1.96139052921147,0.231361515430498
"20095",5332,119,352,1675,1595,405,863,323,4861,1186,2.01126001233886,0.228914463166004
"20097",1592,55,134,462,376,174,290,101,1403,391,1.79339398995004,0.190879854942505
"20099",13739,488,877,4282,3343,1686,1995,1068,12374,3063,1.664405477969,0.171687288888929
"20101",1080,0,46,307,336,134,145,112,1034,257,1.75313858175361,0.1918543879505
"20103",55401,1246,2658,15525,12109,4672,11230,7961,51497,19191,1.82621043274176,0.12659256331848
"20105",2054,34,58,538,670,246,312,196,1962,508,1.82230000640227,0.194151663106999
"20107",6852,128,305,2653,1765,596,938,467,6419,1405,1.6309335737808,0.161545480423275
"20109",1892,86,56,588,484,292,310,76,1750,386,2.20044976069977,0.288648270913505
"20111",19288,1263,983,6103,4382,1412,3096,2049,17042,5145,1.95293714105222,0.228674622646994
"20115",8119,214,450,2441,2013,764,1518,719,7455,2237,2.1514322598774,0.254561545589494
"20117",6918,208,386,2719,1465,842,794,504,6324,1298,2.00377712454034,0.246404057776946
"20113",20382,912,777,5298,5084,2258,4089,1964,18693,6053,1.97804587755973,0.240512800323998
"20119",2620,216,190,602,675,351,379,207,2214,586,2.07157583541672,0.257587902583168
"20121",23049,396,689,6932,5496,1976,4949,2611,21964,7560,1.60672858629279,0.157981480457194
"20123",3907,27,175,1004,1103,586,750,262,3705,1012,1.81502146716621,0.194757013611505
"20125",21559,577,1571,6889,5652,2453,3052,1365,19411,4417,1.65801581166313,0.171254935353716
"20127",3944,102,182,1394,905,365,703,293,3660,996,1.85229794246517,0.188474680560505
"20129",1811,94,128,651,373,253,226,86,1589,312,1.76123136073249,0.191781203091201
"20131",6591,177,255,2458,1078,770,1224,629,6159,1853,1.77007983266044,0.19586110135199
"20133",10555,314,634,3221,2771,1450,1456,709,9607,2165,1.57252093369977,0.152587152501999
"20135",1891,71,90,626,474,215,326,89,1730,415,2.19278214543362,0.287532029475498
"20137",3997,73,317,1231,1139,306,678,253,3607,931,1.97435215735122,0.239979801223223
"20139",10953,248,657,4276,2547,884,1589,752,10048,2341,1.77078749650486,0.192923755548503
"20141",2546,72,78,871,622,356,410,137,2396,547,1.98496097362374,0.242021288907997
"20143",4038,51,152,1341,1270,366,623,235,3835,858,1.81464293143225,0.194624241705496
"20145",4890,112,341,1613,1420,451,697,256,4437,953,2.03880038308901,0.200979541870506
"20147",3528,103,218,1213,815,422,537,220,3207,757,1.98872081972746,0.24359150493502
"20149",15838,139,544,4633,3260,1448,3811,2003,15155,5814,2.63616995555759,0.233287714288004
"20151",6009,161,269,1628,1460,563,1218,710,5579,1928,1.80523005287993,0.194549210923503
"20153",1873,24,61,517,575,290,318,88,1788,406,2.21358953052875,0.291901156970668
"20155",42710,1063,2661,12859,12316,4970,5838,3003,38986,8841,2.45504543303756,0.337712088906502
"20157",3352,56,105,1053,750,513,557,318,3191,875,1.82190012808083,0.196268681650097
"20159",6084,107,326,1892,1885,505,895,474,5651,1369,1.84443140132458,0.194348175139003
"20161",37213,512,935,5987,8417,3436,9852,8074,35766,17926,2.7184486476386,0.168220099418006
"20163",3529,74,262,1171,830,463,552,177,3193,729,1.98572675678694,0.2423066891165
"20165",2069,40,117,664,602,223,337,86,1912,423,1.80021791607278,0.1920363166245
"20167",4727,93,234,1353,1423,605,692,327,4400,1019,1.98275361899652,0.241940005020013
"20169",36767,706,1741,10860,9745,3489,6735,3491,34320,10226,1.82857085306989,0.193686007825006
"20171",3337,167,367,926,909,169,518,281,2803,799,1.75334078797515,0.191926804850002
"20173",338734,14082,21305,89149,79881,28683,67632,38002,303347,105634,2.19116817441519,0.266948599383005
"20175",12905,2415,1402,4006,2606,1015,1041,420,9088,1461,1.64512545407736,0.168324702625626
"20177",121755,3092,5187,36966,28147,9062,25258,14043,113476,39301,1.81984238492243,0.149764880453995
"20179",1707,33,38,578,377,291,287,103,1636,390,1.98559234533493,0.242574685300502
"20181",3759,131,235,1162,867,559,615,190,3393,805,2.18456948992195,0.285877464308249
"20183",2634,51,50,1036,614,320,424,139,2533,563,1.99243513381218,0.244232215717006
"20185",2786,64,153,862,608,364,522,213,2569,735,1.97156071568073,0.211253595602002
"20187",1296,87,152,495,263,105,136,58,1057,194,1.72819509614026,0.179676184142938
"20189",3287,258,601,883,893,250,266,136,2428,402,1.76083528641603,0.191270745602877
"20191",15246,314,701,5328,3613,1410,2779,1101,14231,3880,2.26489309517014,0.311610274984172
"20193",5023,129,269,1164,1543,705,745,468,4625,1213,2.2073208372486,0.290908125117496
"20195",2151,26,88,633,514,379,383,128,2037,511,1.98268928196045,0.242043537320997
"20197",4719,28,141,1758,1093,552,717,430,4550,1147,2.1876559777897,0.215250692584
"20199",1070,33,13,300,285,136,242,61,1024,303,2.00022670841474,0.245817192166065
"20201",3858,86,158,1589,787,373,564,301,3614,865,1.99555199375189,0.244667644556335
"20203",1552,34,174,490,390,184,219,61,1344,280,1.75344152291586,0.192136307764994
"20205",6016,178,384,2250,1506,594,828,276,5454,1104,1.56810617930725,0.151927290383998
"20207",2355,14,207,905,527,221,345,136,2134,481,1.49584735811074,0.134013972469992
"20209",106831,9847,10274,34494,22565,9067,13564,7020,86710,20584,1.03886283422877,0.0421087760773618
"21001",12596,956,910,4962,2142,1240,1088,1298,10730,2386,1.42816297104515,0.108255974648002
"21003",14198,1083,916,5909,2547,1272,1542,929,12199,2471,1.72444024963911,0.0920099407423404
